[EXP] 0: [success_rate]: 0, [progress_rate]: 0.5833333333333333, [grounding_acc]: 1.0, [score_state]: [(0, 0.25), (2, 0.41666666666666663), (4, 0.5833333333333333)] 
[EXP] 148: [success_rate]: 0, [progress_rate]: 0.6, [grounding_acc]: 0.8, [score_state]: [(1, 0.19999999999999998), (2, 0.4666666666666667), (4, 0.6)] 
[EXP] 149: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 150: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 151: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 152: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.9333333333333333, [score_state]: [(1, 0.3333333333333333)] 
[EXP] 153: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9333333333333333)] 
[EXP] 154: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (5, 0.9166666666666666)] 
[EXP] 155: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9333333333333333)] 
[EXP] 156: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 157: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5833333333333333), (4, 0.8333333333333333)] 
[EXP] 158: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 159: [success_rate]: 0, [progress_rate]: 0.006666666666666668, [grounding_acc]: 1.0, [score_state]: [(1, 0.006666666666666668)] 
[EXP] 160: [success_rate]: 0, [progress_rate]: 0.6, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4666666666666667), (3, 0.6)] 
[EXP] 161: [success_rate]: 0, [progress_rate]: 0.08333333333333334, [grounding_acc]: 1.0, [score_state]: [(1, 0.03333333333333333), (2, 0.058333333333333334), (4, 0.08333333333333334)] 
[EXP] 162: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5555555555555556), (4, 0.7777777777777778)] 
[EXP] 163: [success_rate]: 0, [progress_rate]: 0.26666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.24444444444444444), (4, 0.26666666666666666)] 
[EXP] 164: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 165: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.9333333333333333)] 
[EXP] 166: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 167: [success_rate]: 0, [progress_rate]: 0.4, [grounding_acc]: 1.0, [score_state]: [(1, 0.13333333333333333), (2, 0.26666666666666666), (3, 0.4)] 
[EXP] 168: [success_rate]: 0, [progress_rate]: 0.8, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5333333333333333), (5, 0.8)] 
[EXP] 169: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 170: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (3, 0.5555555555555556)] 
[EXP] 171: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.3333333333333333), (4, 0.6666666666666666)] 
[EXP] 172: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 173: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.43333333333333335, [score_state]: [(18, 0.3333333333333333)] 
[EXP] 174: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(2, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.9166666666666666)] 
[EXP] 175: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 176: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 177: [success_rate]: 0, [progress_rate]: 0.05, [grounding_acc]: 1.0, [score_state]: [(1, 0.016666666666666666), (2, 0.03333333333333333), (3, 0.05)] 
[EXP] 178: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.23333333333333334, [score_state]: [(1, 0.2222222222222222), (4, 0.3333333333333333)] 
[EXP] 179: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 180: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 181: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (3, 0.5555555555555556)] 
[EXP] 182: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.9166666666666666)] 
[EXP] 183: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 184: [success_rate]: 0, [progress_rate]: 0.6944444444444444, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.4722222222222222), (3, 0.6944444444444444)] 
[EXP] 185: [success_rate]: 0, [progress_rate]: 0.25, [grounding_acc]: 0.3333333333333333, [score_state]: [(2, 0.008333333333333333), (3, 0.25)] 
[EXP] 186: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.23333333333333334, [score_state]: [(1, 0.3333333333333333)] 
[EXP] 187: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5833333333333333), (4, 0.8333333333333333)] 
[EXP] 188: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.25), (2, 0.5), (4, 0.6666666666666666)] 
[EXP] 189: [success_rate]: 0, [progress_rate]: 0.7333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5333333333333333), (3, 0.7333333333333333)] 
[EXP] 190: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (3, 0.6666666666666666)] 
[EXP] 191: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 192: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (3, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 193: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8333333333333333)] 
[EXP] 194: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 195: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 196: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 197: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 198: [success_rate]: 0, [progress_rate]: 0.06666666666666667, [grounding_acc]: 1.0, [score_state]: [(1, 0.022222222222222223), (2, 0.03333333333333333), (4, 0.06666666666666667)] 
[EXP] 199: [success_rate]: 0, [progress_rate]: 0.16666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.16666666666666666)] 
[EXP] 200: [success_rate]: 0, [progress_rate]: 0.5833333333333334, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (4, 0.5833333333333334)] 
[EXP] 201: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.5555555555555556), (4, 0.7777777777777778)] 
[EXP] 202: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (4, 0.6666666666666666)] 
[EXP] 203: [success_rate]: 0, [progress_rate]: 0.4666666666666667, [grounding_acc]: 1.0, [score_state]: [(1, 0.19999999999999998), (2, 0.3333333333333333), (3, 0.4666666666666667)] 
[EXP] 204: [success_rate]: 0, [progress_rate]: 0.75, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.25), (3, 0.41666666666666663), (5, 0.75)] 
[EXP] 205: [success_rate]: 0, [progress_rate]: 0.75, [grounding_acc]: 1.0, [score_state]: [(1, 0.25), (2, 0.5), (4, 0.75)] 
[EXP] 206: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 207: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.3333333333333333)] 
[EXP] 208: [success_rate]: 0, [progress_rate]: 0.75, [grounding_acc]: 1.0, [score_state]: [(2, 0.25), (3, 0.5), (5, 0.75)] 
[EXP] 209: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 210: [success_rate]: 0, [progress_rate]: 0.6, [grounding_acc]: 1.0, [score_state]: [(1, 0.19999999999999998), (2, 0.39999999999999997), (3, 0.6)] 
[EXP] 211: [success_rate]: 0, [progress_rate]: 0.8, [grounding_acc]: 1.0, [score_state]: [(2, 0.26666666666666666), (3, 0.4666666666666667), (5, 0.8)] 
[EXP] 212: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.4444444444444444), (3, 0.6666666666666666)] 
[EXP] 213: [success_rate]: 0, [progress_rate]: 0.24999999999999997, [grounding_acc]: 1.0, [score_state]: [(1, 0.125), (2, 0.20833333333333331), (4, 0.24999999999999997)] 
[EXP] 214: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 215: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5833333333333333), (4, 0.8333333333333333)] 
[EXP] 216: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 217: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.5555555555555556), (3, 0.7777777777777778)] 
[EXP] 218: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.4444444444444444), (3, 0.6666666666666666)] 
[EXP] 219: [success_rate]: 0, [progress_rate]: 0.8666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8666666666666666)] 
[EXP] 220: [success_rate]: 0, [progress_rate]: 0.35000000000000003, [grounding_acc]: 1.0, [score_state]: [(1, 0.008333333333333333), (2, 0.3416666666666667), (4, 0.35000000000000003)] 
[EXP] 221: [success_rate]: 0, [progress_rate]: 0.08333333333333333, [grounding_acc]: 0.06666666666666667, [score_state]: [(1, 0.08333333333333333)] 
[EXP] 222: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 223: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 224: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 225: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 226: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (3, 0.5), (4, 0.6666666666666666)] 
[EXP] 227: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 228: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 1.0)] 
[EXP] 229: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5555555555555556), (3, 0.7777777777777778)] 
[EXP] 230: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (3, 0.6666666666666666)] 
[EXP] 231: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
[EXP] 232: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (3, 0.6666666666666666)] 
[EXP] 233: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 234: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(0, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 235: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 236: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333)] 
[EXP] 237: [success_rate]: 0, [progress_rate]: 0.13333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.13333333333333333)] 
[EXP] 238: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 239: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 0.5714285714285714, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (6, 0.8333333333333333)] 
[EXP] 240: [success_rate]: 0, [progress_rate]: 0.7333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.19999999999999998), (2, 0.5333333333333333), (3, 0.7333333333333333)] 
[EXP] 241: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.5555555555555556), (4, 0.7777777777777778)] 
[EXP] 242: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 243: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.5555555555555556), (3, 0.7777777777777778)] 
[EXP] 244: [success_rate]: 0, [progress_rate]: 0.75, [grounding_acc]: 1.0, [score_state]: [(1, 0.25), (2, 0.5), (3, 0.75)] 
[EXP] 245: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (3, 0.6666666666666666)] 
[EXP] 246: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333)] 
[EXP] 247: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.4444444444444444), (3, 0.6666666666666666)] 
[EXP] 248: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (5, 0.6666666666666666)] 
[EXP] 249: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 250: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 1.0)] 
