[EXP] 0: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 0.8, [score_state]: [(1, 0.16666666666666666), (3, 0.3333333333333333), (4, 0.5)] 
[EXP] 144: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 145: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 146: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8333333333333333)] 
[EXP] 147: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 0.875, [score_state]: [(1, 0.16666666666666666), (3, 0.3333333333333333), (7, 0.5)] 
[EXP] 148: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.8, [score_state]: [(1, 0.19999999999999998), (4, 0.26666666666666666), (9, 0.3333333333333333)] 
[EXP] 149: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 150: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.4444444444444444), (4, 0.5555555555555556)] 
[EXP] 151: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 152: [success_rate]: 0, [progress_rate]: 0.16666666666666666, [grounding_acc]: 0.4666666666666667, [score_state]: [(1, 0.16666666666666666)] 
[EXP] 153: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.9333333333333333)] 
[EXP] 154: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (14, 0.9166666666666666)] 
[EXP] 155: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (5, 0.9333333333333333)] 
[EXP] 156: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.7272727272727273, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (21, 1.0)] 
[EXP] 157: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 158: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 159: [success_rate]: 0, [progress_rate]: 0.36, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.3333333333333333), (4, 0.3466666666666667), (5, 0.36)] 
[EXP] 160: [success_rate]: 0, [progress_rate]: 0.4666666666666667, [grounding_acc]: 1.0, [score_state]: [(1, 0.19999999999999998), (2, 0.3333333333333333), (3, 0.4666666666666667)] 
[EXP] 161: [success_rate]: 0, [progress_rate]: 0.09166666666666667, [grounding_acc]: 0.7142857142857143, [score_state]: [(1, 0.03333333333333333), (4, 0.06666666666666667), (6, 0.09166666666666667)] 
[EXP] 162: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.9285714285714286, [score_state]: [(1, 0.3333333333333333), (3, 0.5555555555555556), (13, 0.7777777777777778)] 
[EXP] 163: [success_rate]: 0, [progress_rate]: 0.25555555555555554, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.2222222222222222), (3, 0.24444444444444444), (5, 0.25555555555555554)] 
[EXP] 164: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.3333333333333333), (6, 0.6666666666666666), (11, 0.9166666666666666)] 
[EXP] 165: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.9333333333333333)] 
[EXP] 166: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.8571428571428571, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (6, 1.0)] 
[EXP] 167: [success_rate]: 0, [progress_rate]: 0.4, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.13333333333333333), (4, 0.26666666666666666), (11, 0.4)] 
[EXP] 168: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.26666666666666666), (2, 0.4666666666666667), (8, 0.6666666666666666)] 
[EXP] 169: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (5, 0.6666666666666666), (19, 1.0)] 
[EXP] 170: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.9090909090909091, [score_state]: [(1, 0.3333333333333333), (3, 0.5555555555555556), (10, 0.7777777777777778)] 
[EXP] 171: [success_rate]: 0, [progress_rate]: 0.4444444444444444, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.3333333333333333), (7, 0.4444444444444444)] 
[EXP] 172: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.5714285714285714, [score_state]: [(1, 0.3333333333333333), (5, 0.6666666666666666), (6, 0.8888888888888888)] 
[EXP] 173: [success_rate]: 0, [progress_rate]: 0.0, [grounding_acc]: 0.4, [score_state]: [] 
[EXP] 174: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (3, 0.6666666666666666)] 
[EXP] 175: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 176: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 177: [success_rate]: 0, [progress_rate]: 0.25, [grounding_acc]: 1.0, [score_state]: [(1, 0.016666666666666666), (2, 0.03333333333333333), (5, 0.09999999999999999), (6, 0.16666666666666666), (14, 0.25)] 
[EXP] 178: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 179: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.8888888888888888, [score_state]: [(1, 0.3333333333333333), (4, 0.6666666666666666), (17, 1.0)] 
[EXP] 180: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 181: [success_rate]: 0, [progress_rate]: 0.4444444444444444, [grounding_acc]: 0.9411764705882353, [score_state]: [(1, 0.2222222222222222), (2, 0.3333333333333333), (16, 0.4444444444444444)] 
[EXP] 182: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (6, 0.9166666666666666)] 
[EXP] 183: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.9166666666666666)] 
[EXP] 184: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.2222222222222222), (2, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 185: [success_rate]: 0, [progress_rate]: 0.0, [grounding_acc]: 0.5714285714285714, [score_state]: [] 
[EXP] 186: [success_rate]: 0, [progress_rate]: 0.35833333333333334, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.3333333333333333), (4, 0.35), (5, 0.35833333333333334)] 
[EXP] 187: [success_rate]: 0, [progress_rate]: 0.5833333333333334, [grounding_acc]: 0.9090909090909091, [score_state]: [(1, 0.25), (2, 0.5), (10, 0.5833333333333334)] 
[EXP] 188: [success_rate]: 0, [progress_rate]: 0.5833333333333333, [grounding_acc]: 1.0, [score_state]: [(1, 0.25), (3, 0.41666666666666663), (5, 0.5833333333333333)] 
[EXP] 189: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.26666666666666666), (3, 0.4666666666666667), (4, 0.6666666666666666)] 
[EXP] 190: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (4, 0.6666666666666666)] 
[EXP] 191: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 192: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 0.7142857142857143, [score_state]: [(1, 0.3333333333333333), (4, 0.4444444444444444), (6, 0.5555555555555556)] 
[EXP] 193: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8571428571428571, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (6, 0.9166666666666666)] 
[EXP] 194: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 195: [success_rate]: 0, [progress_rate]: 0.34444444444444444, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.2222222222222222), (4, 0.3333333333333333), (11, 0.34444444444444444)] 
[EXP] 196: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 197: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (15, 0.8888888888888888)] 
[EXP] 198: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.9230769230769231, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (12, 0.8888888888888888)] 
[EXP] 199: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 0.9166666666666666, [score_state]: [(1, 0.16666666666666666), (3, 0.3333333333333333), (11, 0.5)] 
[EXP] 200: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (3, 0.6666666666666666)] 
[EXP] 201: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 202: [success_rate]: 0, [progress_rate]: 0.5833333333333334, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (4, 0.5), (9, 0.5833333333333334)] 
[EXP] 203: [success_rate]: 0, [progress_rate]: 0.3333333333333333, [grounding_acc]: 0.7333333333333333, [score_state]: [(1, 0.19999999999999998), (2, 0.3333333333333333)] 
[EXP] 204: [success_rate]: 0, [progress_rate]: 0.375, [grounding_acc]: 0.8181818181818182, [score_state]: [(1, 0.25), (3, 0.2916666666666667), (10, 0.375)] 
[EXP] 205: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.875, [score_state]: [(1, 0.25), (2, 0.5), (7, 0.6666666666666666)] 
[EXP] 206: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (8, 1.0)] 
[EXP] 207: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.9, [score_state]: [(4, 0.2222222222222222), (5, 0.4444444444444444), (9, 0.6666666666666666)] 
[EXP] 208: [success_rate]: 0, [progress_rate]: 0.5833333333333333, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.25), (4, 0.41666666666666663), (5, 0.5833333333333333)] 
[EXP] 209: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.8888888888888888)] 
[EXP] 210: [success_rate]: 0, [progress_rate]: 0.9333333333333333, [grounding_acc]: 0.5714285714285714, [score_state]: [(1, 0.3333333333333333), (5, 0.6666666666666666), (6, 0.9333333333333333)] 
[EXP] 211: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.26666666666666666), (2, 0.4666666666666667), (3, 0.6666666666666666)] 
[EXP] 212: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.875, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (7, 0.6666666666666666)] 
[EXP] 213: [success_rate]: 0, [progress_rate]: 0.16666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.08333333333333333), (3, 0.125), (4, 0.16666666666666666)] 
[EXP] 214: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.8888888888888888)] 
[EXP] 215: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.9166666666666666)] 
[EXP] 216: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (3, 0.9166666666666666)] 
[EXP] 217: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (9, 0.6666666666666666)] 
[EXP] 218: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 219: [success_rate]: 0, [progress_rate]: 0.6, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.4666666666666667), (4, 0.6)] 
[EXP] 220: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 0.8571428571428571, [score_state]: [(1, 0.16666666666666666), (3, 0.25), (6, 0.5)] 
[EXP] 221: [success_rate]: 0, [progress_rate]: 0.25, [grounding_acc]: 0.8, [score_state]: [(1, 0.08333333333333333), (3, 0.16666666666666666), (4, 0.25)] 
[EXP] 222: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 1.0)] 
[EXP] 223: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 1.0)] 
[EXP] 224: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.875, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (7, 0.8888888888888888)] 
[EXP] 225: [success_rate]: 0, [progress_rate]: 0.4444444444444444, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.2777777777777778), (6, 0.3333333333333333), (7, 0.4444444444444444)] 
[EXP] 226: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (4, 0.5), (11, 0.6666666666666666)] 
[EXP] 227: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.875, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (7, 1.0)] 
[EXP] 228: [success_rate]: 1, [progress_rate]: 1.0, [grounding_acc]: 0.875, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (7, 1.0)] 
[EXP] 229: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.875, [score_state]: [(1, 0.3333333333333333), (3, 0.5555555555555556), (7, 0.7777777777777778)] 
[EXP] 230: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 1.0, [score_state]: [(1, 0.2222222222222222), (2, 0.4444444444444444), (12, 0.6666666666666666)] 
[EXP] 231: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.8888888888888888)] 
[EXP] 232: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 1.0, [score_state]: [(1, 0.16666666666666666), (2, 0.3333333333333333), (3, 0.5)] 
[EXP] 233: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.875, [score_state]: [(1, 0.3333333333333333), (3, 0.5555555555555556), (7, 0.7777777777777778)] 
[EXP] 234: [success_rate]: 0, [progress_rate]: 0.8333333333333333, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (5, 0.8333333333333333)] 
[EXP] 235: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(5, 0.3333333333333333), (6, 0.4444444444444444), (10, 0.6666666666666666), (11, 0.8888888888888888)] 
[EXP] 236: [success_rate]: 0, [progress_rate]: 0.5, [grounding_acc]: 0.7142857142857143, [score_state]: [(1, 0.25), (2, 0.3333333333333333), (6, 0.5)] 
[EXP] 237: [success_rate]: 0, [progress_rate]: 0.4, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.13333333333333333), (7, 0.26666666666666666), (8, 0.4)] 
[EXP] 238: [success_rate]: 0, [progress_rate]: 0.5555555555555556, [grounding_acc]: 0.85, [score_state]: [(1, 0.3333333333333333), (2, 0.4444444444444444), (19, 0.5555555555555556)] 
[EXP] 239: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.8333333333333334, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (5, 0.9166666666666666)] 
[EXP] 240: [success_rate]: 0, [progress_rate]: 0.6, [grounding_acc]: 0.8, [score_state]: [(1, 0.19999999999999998), (3, 0.39999999999999997), (4, 0.6)] 
[EXP] 241: [success_rate]: 0, [progress_rate]: 0.7777777777777778, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.5555555555555556), (4, 0.7777777777777778)] 
[EXP] 242: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (3, 0.6666666666666666), (4, 0.8888888888888888)] 
[EXP] 243: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.875, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (7, 0.6666666666666666)] 
[EXP] 244: [success_rate]: 0, [progress_rate]: 0.75, [grounding_acc]: 0.875, [score_state]: [(1, 0.08333333333333333), (3, 0.16666666666666666), (5, 0.3333333333333333), (6, 0.5), (7, 0.75)] 
[EXP] 245: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.5714285714285714, [score_state]: [(1, 0.3333333333333333), (4, 0.5), (6, 0.6666666666666666)] 
[EXP] 246: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.3333333333333333), (2, 0.5), (4, 0.6666666666666666)] 
[EXP] 247: [success_rate]: 0, [progress_rate]: 0.6666666666666666, [grounding_acc]: 0.8, [score_state]: [(1, 0.2222222222222222), (3, 0.4444444444444444), (4, 0.6666666666666666)] 
[EXP] 248: [success_rate]: 0, [progress_rate]: 0.9166666666666666, [grounding_acc]: 0.625, [score_state]: [(1, 0.3333333333333333), (5, 0.6666666666666666), (7, 0.9166666666666666)] 
[EXP] 249: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 1.0, [score_state]: [(1, 0.3333333333333333), (2, 0.6666666666666666), (8, 0.8888888888888888)] 
[EXP] 250: [success_rate]: 0, [progress_rate]: 0.8888888888888888, [grounding_acc]: 0.6666666666666666, [score_state]: [(1, 0.3333333333333333), (4, 0.6666666666666666), (5, 0.8888888888888888)] 
